,rank,name,net_worth (in billion $),age,country / territory,source,industry
1002,982,Eva Maria Bucher-Haefner,3.0,66.0,Switzerland,"Software, investments",Technology
1003,982,Lin Xiucheng & family,3.0,67.0,China,Electronics,Technology
1004,982,Sunny Varkey,3.0,65.0,India,Education,Service
1005,982,Norman Braman,3.0,90.0,United States,"Art, car dealerships",Automotive
1006,982,Lin Ming-hsiung,3.0,73.0,Taiwan,Supermarkets,Fashion & Retail
1007,982,Sukanto Tanoto,3.0,73.0,Indonesia,Diversified,Diversified
1008,982,George Bishop,3.0,85.0,United States,Oil & gas,Energy
1009,982,Sam Goi,3.0,76.0,Singapore,Frozen foods,Food & Beverage
1010,982,Egor Kulkov,3.0,51.0,Russia,Pharmaceuticals,Healthcare
1011,982,Guangxin Sun,3.0,60.0,China,Diversified,Diversified
1012,982,Nicolas Berggruen,3.0,61.0,United States,"Real estate, investments",Real Estate
1013,982,"Ernest Garcia, II.",3.0,65.0,United States,Used cars,Automotive
1014,982,Friedrich Knapp,3.0,71.0,Germany,Fashion retail,Fashion & Retail
1015,982,Martua Sitorus,3.0,63.0,Indonesia,Palm oil,Manufacturing
1016,982,Semahat Sevim Arsel,3.0,94.0,Turkey,Diversified,Diversified
1017,982,Feng Hailiang,3.0,62.0,China,"Copper, education",Metals & Mining
1018,982,Vivek Jain,3.0,67.0,India,Chemicals,Manufacturing
1019,982,Yonghong Shi & family,3.0,54.0,China,Restaurants,Food & Beverage
1020,982,"William Conway, Jr.",3.0,73.0,United States,Private equity,Finance & Investments
1021,982,Guanghe Qiu & family,3.0,71.0,China,Fashion retail,Fashion & Retail
1022,982,Mang Yee Chu & family,3.0,63.0,China,Real estate,Real Estate
1023,982,Ajay Piramal,3.0,67.0,India,Pharmaceuticals,Healthcare
1024,982,Jean Coutu & family,3.0,95.0,Canada,Drugstores,Fashion & Retail
1025,982,Stephen Rubin,3.0,86.0,United Kingdom,Sports apparel,Fashion & Retail
1026,1027,"Roy Carroll, II.",2.9,60.0,United States,Real estate,Real Estate
1027,1027,Li Jianquan & family,2.9,66.0,Hong Kong,Consumer products,Healthcare
1028,1027,Rodney Sacks,2.9,73.0,United States,Energy drinks,Food & Beverage
1029,1027,John Caudwell,2.9,70.0,United Kingdom,Mobile phones,Telecom
1030,1027,Li Li,2.9,57.0,China,Healthcare,Healthcare
1031,1027,Karthik Sarma,2.9,48.0,India,Hedge fund,Finance & Investments
1032,1027,James Clark,2.9,79.0,United States,"Netscape, investments",Technology
1033,1027,Li Xiaohua & family,2.9,61.0,China,Packaging,Manufacturing
1034,1027,Sybill Storz,2.9,85.0,Germany,Medical devices,Healthcare
1035,1027,Donald Horton & family,2.9,73.0,United States,Homebuilding,Real Estate
1036,1027,Sebastian Piñera & family,2.9,73.0,Chile,Investments,Finance & Investments
1037,1027,Gudrun Heine,2.9,68.0,Germany,Medical devices,Healthcare
1038,1027,Gregorio Perez Companc & family,2.9,87.0,Argentina,Oil & gas,Energy
1039,1027,Otto Happel,2.9,75.0,Germany,Engineering,Construction & Engineering
1040,1027,Vikas Oberoi,2.9,52.0,India,Real estate,Real Estate
1041,1027,Gu Yuhua & family,2.9,73.0,China,Furniture,Manufacturing
1042,1027,God Nisanov,2.9,50.0,Russia,Real estate,Real Estate
1043,1027,Kenneth Feld & family,2.9,74.0,United States,Live entertainment,Media & Entertainment
1044,1027,Georg Nemetschek & family,2.9,89.0,Germany,Software,Technology
1045,1027,Michael Federmann & family,2.9,79.0,Israel,"Defense, hotels",Technology
1046,1027,Erwin Franz Mueller,2.9,90.0,Germany,Drugstores,Fashion & Retail
1047,1027,Zhou Jianping,2.9,62.0,China,Fashion retail,Fashion & Retail
1048,1027,Bernard Ecclestone & family,2.9,92.0,United Kingdom,Formula One,Sports
1049,1027,Ronald McAulay,2.9,87.0,Hong Kong,Energy,Energy
1050,1027,Zhang Wenzhong,2.9,61.0,China,Supermarkets,Fashion & Retail
1051,1027,John Paul DeJoria,2.9,78.0,United States,"Hair products, tequila",Fashion & Retail
1052,1027,Martin Lorentzon,2.9,54.0,Sweden,Spotify,Technology
1053,1027,"William Wrigley, Jr.",2.9,59.0,United States,Chewing gum,Food & Beverage
1054,1027,Jacques D'Amours,2.9,66.0,Canada,Convenience stores,Fashion & Retail
1055,1027,Liu Xiaodong,2.9,55.0,China,Flavorings,Manufacturing
1056,1027,Daniel Sundheim,2.9,46.0,United States,Hedge funds,Finance & Investments
1057,1027,Alberto Bombassei,2.9,82.0,Italy,Automotive brakes,Automotive
1058,1027,Ipek Kirac,2.9,38.0,Turkey,Diversified,Diversified
1059,1027,Alexey Repik,2.9,43.0,Russia,Pharmaceuticals,Healthcare
1060,1027,Isak Andic & family,2.9,69.0,Spain,Fashion retail,Fashion & Retail
1061,1027,Zarakh Iliev,2.9,56.0,Russia,Real estate,Real Estate
1062,1027,Arvind Poddar,2.9,65.0,India,Tires,Automotive
1063,1027,Cao Longxiang & family,2.9,65.0,China,Pharmaceuticals,Healthcare
1064,1027,Lee Seo-hyun,2.9,49.0,South Korea,Samsung,Technology
1065,1027,Haim Saban,2.9,78.0,United States,"TV network, investments",Media & Entertainment
1066,1067,Du Jiangtao & family,2.8,53.0,China,Chemicals,Manufacturing
1068,1067,Lorenzo Fertitta,2.8,54.0,United States,"Casinos, mixed martial arts",Sports
1071,1067,Ranjan Pai,2.8,50.0,India,Education,Service
1072,1067,Choo Chong Ngen,2.8,69.0,Singapore,Hotels,Real Estate
1073,1067,Akira Mori & family,2.8,86.0,Japan,Real estate,Real Estate
1074,1067,Wong Luen Hei,2.8,61.0,China,Building materials,Manufacturing
1075,1067,Chen Lip Keong,2.8,75.0,Malaysia,"Casinos, property, energy",Gambling & Casinos
1076,1067,Taha Mikati,2.8,78.0,Lebanon,Telecom,Telecom
1077,1067,Meg Whitman,2.8,66.0,United States,EBay,Technology
1078,1067,Garrett Camp,2.8,44.0,Canada,Uber,Technology
1079,1067,Najib Mikati,2.8,67.0,Lebanon,Telecom,Telecom
1080,1067,Tung Chee Hwa,2.8,85.0,Hong Kong,Shipping,Logistics
1081,1067,Kang An,2.8,74.0,China,Pharmaceuticals,Healthcare
1082,1067,"Drayton McLane, Jr.",2.8,86.0,United States,"Walmart, logistics",Fashion & Retail
1083,1067,Tseng Cheng,2.8,61.0,Taiwan,Petrochemicals,Manufacturing
1084,1067,Joy Alukkas,2.8,66.0,India,Jewelry,Fashion & Retail
1085,1067,Dmitry Mazepin,2.8,54.0,Russia,Chemicals,Manufacturing
1086,1067,Sun Shoukuan,2.8,73.0,China,"Metals, coal",Manufacturing
1087,1067,Li Weiguo,2.8,58.0,China,Construction materials,Manufacturing
1088,1067,Su Hua,2.8,41.0,China,Video streaming,Media & Entertainment
1089,1067,Lee Yeow Chor,2.8,56.0,Malaysia,"Palm oil, property",Real Estate
1090,1067,Stewart Rahr,2.8,77.0,United States,Drug distribution,Healthcare
1091,1067,Jamshyd Godrej,2.8,74.0,India,Diversified,Diversified
1092,1067,Sean Parker,2.8,43.0,United States,Facebook,Technology
1093,1067,Adi Godrej,2.8,81.0,India,Consumer goods,Diversified
1094,1067,Madhukar Parekh,2.8,76.0,India,Adhesives,Manufacturing
1095,1067,Smita Crishna-Godrej,2.8,72.0,India,Consumer goods,Diversified
1096,1067,Philip Niarchos,2.8,69.0,Greece,Art collection,Diversified
1097,1067,Zhu Xingming,2.8,56.0,China,Electrical equipment,Manufacturing
1098,1067,Euisun Chung,2.8,52.0,South Korea,Hyundai,Automotive
1099,1067,Rishad Naoroji,2.8,71.0,India,Consumer goods,Diversified
1100,1067,Chenghai Ye & family,2.8,79.0,Hong Kong,Pharmaceuticals,Healthcare
1101,1067,Eleanor Butt Crook & family,2.8,90.0,United States,Supermarkets,Fashion & Retail
1102,1067,Nandan Nilekani,2.8,67.0,India,Software services,Technology
1103,1104,Juan Abello,2.7,81.0,Spain,Investments,Finance & Investments
1104,1104,Bruce Flatt,2.7,57.0,Canada,Money management,Finance & Investments
1105,1104,Maritsa Lazari & family,2.7,78.0,United Kingdom,Real estate,Real Estate
1106,1104,Wayne Rothbaum,2.7,55.0,United States,Biotech investing,Healthcare
1107,1104,Suhail Bahwan,2.7,84.0,Oman,Diversified,Diversified
1108,1104,Miguel Fluxa Rossello,2.7,84.0,Spain,Hotels,Service
1109,1104,Angela Leong,2.7,62.0,Hong Kong,Casinos,Real Estate
1110,1104,Jeff Rothschild,2.7,68.0,United States,Facebook,Technology
1111,1104,Madhur Bajaj,2.7,70.0,India,Diversified,Diversified
1112,1104,Robert Friedland,2.7,72.0,United States,Mining,Metals & Mining
1113,1104,Li Zhongchu,2.7,59.0,China,Software,Technology
1114,1104,Raj Sardana,2.7,63.0,United States,Technology services,Technology
1115,1104,Glenn Dubin,2.7,65.0,United States,Hedge funds,Finance & Investments
1116,1104,Geoffrey Kwok,2.7,37.0,Hong Kong,Real estate,Real Estate
1117,1104,Karsanbhai Patel,2.7,79.0,India,Consumer goods,Diversified
1118,1104,Wong Man Li,2.7,58.0,Hong Kong,Furniture,Manufacturing
1119,1104,Jack Cowin,2.7,80.0,Australia,Fast food,Food & Beverage
1120,1104,Yuri Kovalchuk & family,2.7,71.0,Russia,"Banking, insurance, media",Finance & Investments
1121,1104,Pan Dong,2.7,58.0,Canada,Consumer goods,Fashion & Retail
1122,1104,Gustav Magnar Witzoe,2.7,29.0,Norway,Fish farming,Food & Beverage
1123,1104,Andrei Bokarev,2.7,56.0,Russia,"Metals, mining",Manufacturing
1124,1104,Mustafa Rahmi Koc,2.7,92.0,Turkey,Diversified,Diversified
1125,1104,Yuji Otsuka,2.7,69.0,Japan,"Copy machines, software",Technology
1126,1104,Bulat Utemuratov,2.7,65.0,Kazakhstan,"Mining, banking, hotels",Metals & Mining
1127,1104,Henri Beaufour,2.7,57.0,France,Pharmaceuticals,Healthcare
1128,1104,Kei Hoi Pang,2.7,57.0,China,Real estate,Real Estate
1129,1104,Dan Olsson,2.7,76.0,Sweden,Diversified,Diversified
1130,1104,Thomas Tull,2.7,52.0,United States,"Movies, investments",Media & Entertainment
1131,1104,Anne Beaufour,2.7,59.0,France,Pharmaceuticals,Healthcare
1132,1104,Samvel Karapetyan,2.7,57.0,Russia,Real estate,Construction & Engineering
1134,1104,Glen Taylor,2.7,81.0,United States,Printing,Service
1136,1104,Nithin Kamath,2.7,43.0,India,Financial services,Finance & Investments
1137,1104,Denis O'Brien,2.7,64.0,Ireland,Telecom,Telecom
1138,1104,Evan Spiegel,2.7,32.0,United States,Snapchat,Technology
1139,1104,Harindarpal Banga,2.7,72.0,India,Commodities,Finance & Investments
1140,1104,Maggie Hardy Knox,2.7,57.0,United States,Building materials,Service
1141,1104,Patrice Motsepe,2.7,61.0,South Africa,Mining,Metals & Mining
1142,1104,Alexander Skorobogatko,2.7,55.0,Russia,"Real estate, airport",Logistics
1143,1104,Shekhar Bajaj,2.7,74.0,India,Diversified,Diversified
1144,1104,Nadir Godrej,2.7,72.0,India,Consumer goods,Diversified
1145,1104,Vincent McMahon,2.7,77.0,United States,Entertainment,Sports
1146,1104,Salil Singhal,2.7,75.0,India,Agrochemicals,Manufacturing
1147,1104,Niraj Bajaj,2.7,68.0,India,Diversified,Diversified
1148,1104,Alexander Frolov,2.7,58.0,Russia,"Mining, steel",Metals & Mining
1149,1104,Liang Yunchao,2.7,54.0,China,Nutritional supplements,Food & Beverage
1151,1104,"Frank Fertitta, III.",2.7,61.0,United States,"Casinos, mixed martial arts",Sports
1152,1104,Hans Langer,2.7,71.0,Germany,3D printing,Manufacturing
1153,1104,Gianfelice Rocca,2.7,75.0,Italy,Pipe Manufacturing,Metals & Mining
1154,1104,Zhu Yi,2.7,59.0,China,Pharmaceuticals,Healthcare
1155,1104,N. Murray Edwards,2.7,63.0,Canada,Oil & gas,Energy
1156,1104,Jonathan Kwok,2.7,31.0,Hong Kong,Real Estate,Real Estate
1157,1104,Richard Peery,2.7,84.0,United States,Real estate,Real Estate
1158,1104,Guangming Wu,2.7,61.0,China,Medical equipment,Healthcare
1159,1104,Jose Joao Abdalla Filho,2.7,77.0,Brazil,Investments,Finance & Investments
1160,1104,Abhay Firodia,2.7,78.0,India,Automobiles,Automotive
1161,1104,Frank Laukien,2.7,63.0,United States,Scientific equipment,Manufacturing
1162,1104,Paolo Rocca,2.7,70.0,Italy,Pipe Manufacturing,Metals & Mining
1163,1164,Felix Baker,2.6,54.0,United States,Biotech investing,Finance & Investments
1164,1164,Carl Douglas,2.6,61.0,Sweden,Investments,Diversified
1165,1164,Lu Weiding,2.6,52.0,China,Diversified,Diversified
1166,1164,James Packer,2.6,55.0,Australia,Investments,Finance & Investments
1167,1164,Julian Baker,2.6,56.0,United States,Investing,Finance & Investments
1168,1164,Eric Douglas,2.6,54.0,Sweden,Investments,Diversified
1169,1164,Sergio Mantegazza,2.6,95.0,Switzerland,Travel,Service
1170,1164,Alexander Ponomarenko,2.6,58.0,Russia,"Real estate, airport",Logistics
1171,1164,Hongyi Zhou,2.6,52.0,China,Security software,Technology
1172,1164,David Baszucki,2.6,60.0,United States,Online games,Media & Entertainment
1173,1164,Fiona Geminder,2.6,58.0,Australia,Manufacturing,Manufacturing
1174,1164,Hans Melchers,2.6,84.0,Netherlands,"Chemicals, investments",Finance & Investments
1175,1164,Nicholas Pritzker,2.6,79.0,United States,"Hotels, investments",Finance & Investments
1176,1164,Ray Davis,2.6,81.0,United States,Pipelines,Energy
1177,1164,Mark Leonard & family,2.6,66.0,Canada,Software,Technology
1179,1164,Fernando Chico Pardo,2.6,71.0,Mexico,Airport management,Service
1180,1164,Louis Le Duff,2.6,76.0,France,Bakeries,Food & Beverage
1181,1164,John Tyson & family,2.6,69.0,United States,Food processing,Food & Beverage
1182,1164,Chen Zhiping,2.6,47.0,China,E-cigarettes,Manufacturing
1183,1164,Henry Laufer,2.6,77.0,United States,Hedge funds,Finance & Investments
1184,1164,Julia Thiele-Schuerhoff,2.6,51.0,Germany,"Brakes, investments",Manufacturing
1185,1164,Richard Chandler,2.6,64.0,New Zealand,Investments,Finance & Investments
1186,1164,Adam Kwok,2.6,40.0,Hong Kong,Real estate,Real Estate
1187,1164,Michael S. Smith,2.6,67.0,United States,Liquefied natural gas,Energy
1188,1164,Cen Junda,2.6,58.0,China,Pharmaceuticals,Healthcare
1189,1164,Alicia Koplowitz,2.6,69.0,Spain,"Construction, investments",Finance & Investments
1190,1164,Dieter Schnabel,2.6,77.0,Germany,Chemicals,Manufacturing
1191,1164,Miriam Baumann-Blocher,2.6,48.0,Switzerland,Chemicals,Manufacturing
1192,1164,Dmitry Kamenshchik,2.6,54.0,Russia,Airport,Service
1193,1164,Leonard Schleifer,2.6,70.0,United States,Pharmaceuticals,Healthcare
1194,1164,Yvonne Bauer,2.6,46.0,Germany,"Magazines, media",Media & Entertainment
1195,1164,Zhenda Huang & family,2.6,75.0,China,Construction,Construction & Engineering
1196,1164,Falguni Nayar,2.6,60.0,India,Retailing,Fashion & Retail
1197,1164,Maria-Elisabeth Schaeffler-Thumann,2.6,81.0,Germany,Auto parts,Automotive
1198,1164,Wesley Batista,2.6,50.0,Brazil,Beef packing,Food & Beverage
1199,1164,Hou Juncheng,2.6,58.0,China,Cosmetics,Healthcare
1200,1164,Hans Georg Naeder,2.6,61.0,Germany,Prosthetics,Manufacturing
1201,1164,Steven Sarowitz,2.6,57.0,United States,Payroll software,Technology
1202,1164,Joesley Batista,2.6,51.0,Brazil,Beef processing,Food & Beverage
1203,1164,Stewart Horejsi & family,2.6,85.0,United States,Berkshire Hathaway,Finance & Investments
1204,1164,C. Dean Metropoulos,2.6,76.0,United States,Investments,Food & Beverage
1205,1164,Alejandro Santo Domingo,2.6,46.0,United States,Beer,Food & Beverage
1206,1164,Deng Weiming & family,2.6,54.0,China,Battery components,Manufacturing
1207,1164,Li Yongxin,2.6,47.0,China,Education,Service
1208,1164,Stefan Wirtgen,2.6,52.0,Germany,Construction Vehicles,Construction & Engineering
1209,1164,Maria Del Pino,2.6,67.0,Spain,Construction,Construction & Engineering
1210,1164,Li Guoqiang,2.6,59.0,China,Auto dealerships,Automotive
1211,1164,Jurgen Wirtgen,2.6,57.0,Germany,Construction Vehicles,Construction & Engineering
1212,1164,Ben Ashkenazy,2.6,53.0,United States,Real estate,Real Estate
1213,1164,"John Dorrance, III.",2.6,79.0,Ireland,Campbell Soup,Food & Beverage
1214,1164,Peter Lim,2.6,69.0,Singapore,Investments,Finance & Investments
1215,1164,Zhao Lixin,2.6,57.0,China,Electronics,Technology
1216,1217,Yadu Hari Dalmia & family,2.5,75.0,India,Cement,Manufacturing
1217,1217,Wolfgang Leitner,2.5,70.0,Austria,Engineering,Construction & Engineering
1218,1217,Jeff Sutton,2.5,63.0,United States,Real estate,Real Estate
1219,1217,Henry Davis,2.5,72.0,United States,Beef processing,Food & Beverage
1220,1217,Li Hongxin & family,2.5,70.0,China,Paper & related products,Manufacturing
1221,1217,"Henry Sy, Jr.",2.5,69.0,Philippines,Diversified,Diversified
1222,1217,S. Daniel Abraham,2.5,98.0,United States,Slim-Fast,Food & Beverage
1223,1217,Oleg Deripaska,2.5,55.0,Russia,"Aluminum, utilities",Metals & Mining
1224,1217,Lin Chen-hai,2.5,76.0,Taiwan,Real estate,Real Estate
1225,1217,Andrew Tan,2.5,71.0,Philippines,Diversified,Diversified
1226,1217,Cheng Yixiao,2.5,39.0,China,Video streaming app,Media & Entertainment
1227,1217,Jay-Z,2.5,53.0,United States,Multiple,Media & Entertainment
1228,1217,Qiu Minxiu,2.5,77.0,China,Semiconductors,Technology
1229,1217,Ye Guofu,2.5,45.0,China,Retail,Fashion & Retail
1230,1217,Herb Chambers,2.5,81.0,United States,Car dealerships,Automotive
1231,1217,J. Tomilson Hill,2.5,74.0,United States,Investments,Finance & Investments
1232,1217,John Pritzker,2.5,69.0,United States,"Hotels, investments",Finance & Investments
1233,1217,Xie Weitong,2.5,66.0,Taiwan,Cobalt,Metals & Mining
1234,1217,Vivek Chand Burman,2.5,85.0,India,Consumer goods,Food & Beverage
1235,1217,Bill Haslam,2.5,64.0,United States,Gas stations,Fashion & Retail
1236,1217,Eren Ozmen,2.5,64.0,United States,Aerospace,Manufacturing
1237,1217,Wu Zhigang & family,2.5,88.0,China,Bakery chain,Food & Beverage
1238,1217,Charles Bronfman,2.5,91.0,Canada,Liquor,Food & Beverage
1239,1217,Alec Gores,2.5,70.0,United States,Private equity,Finance & Investments
1240,1217,Tomas Olivo Lopez,2.5,49.0,Spain,Shopping centers,Real Estate
1241,1217,Oprah Winfrey,2.5,69.0,United States,TV shows,Media & Entertainment
1242,1217,Thor Bjorgolfsson,2.5,56.0,Iceland,Investments,Diversified
1243,1217,Serge Godin,2.5,73.0,Canada,Information technology,Technology
1244,1217,Bobby Murphy,2.5,34.0,United States,Snapchat,Technology
1245,1217,Roger Wang,2.5,74.0,United States,Retail,Fashion & Retail
1246,1217,Riley Bechtel & family,2.5,71.0,United States,"Engineering, construction",Construction & Engineering
1247,1217,Alceu Elias Feldmann & family,2.5,73.0,Brazil,Fertilizer,Energy
1248,1217,Lachhman Das Mittal,2.5,92.0,India,Tractors,Automotive
1249,1217,Peter Unger,2.5,78.0,Germany,Auto repair,Automotive
1250,1217,Ted Alfond,2.5,78.0,United States,Shoes,Fashion & Retail
1251,1217,Sandeep Engineer,2.5,61.0,India,Plastic pipes,Manufacturing
1252,1217,Willy Michel,2.5,76.0,Switzerland,Medical devices,Healthcare
1253,1217,Donald Trump,2.5,76.0,United States,Real estate,Real Estate
1254,1217,Susan Alfond,2.5,77.0,United States,Shoes,Fashion & Retail
1255,1217,Joseph Edelman,2.5,67.0,United States,Hedge funds,Finance & Investments
1256,1217,Prayudh Mahagitsiri,2.5,77.0,Thailand,"Coffee, shipping",Food & Beverage
1257,1217,Byron Trott,2.5,64.0,United States,Investments,Finance & Investments
1258,1217,Bill Alfond,2.5,74.0,United States,Shoes,Fashion & Retail
1259,1217,Sergey Dmitriev,2.5,57.0,Cyprus,Software,Technology
1260,1217,Lu Yiwen,2.5,36.0,China,Jewelry,Fashion & Retail
1261,1217,Arvind Tiku,2.5,53.0,India,"Oil & gas, investments",Energy
1262,1217,Peggy Cherng,2.5,75.0,United States,Fast food,Food & Beverage
1263,1217,Saban Cemil Kazanci,2.5,62.0,Turkey,Energy,Energy
1264,1217,Wenrong Shen,2.5,77.0,China,Steel production,Metals & Mining
1265,1217,Andrew Cherng,2.5,75.0,United States,Fast food,Food & Beverage
